15,42,28,13.1,0,0,0,0,0,0,-4.82,-0.9,9.14,11.45,-6.18,-45.2,0.22,0.16,0.22,24,1025.37
15,42,28,13.2,0,0,0,0,0,0,-5.77,1.14,7.45,12.18,-6.18,-45.2,-0.47,0.15,0.08,24,1025.44
15,42,28,13.3,0,0,0,0,0,0,-5.84,-0.67,9.85,12.45,-5.82,-45.2,0.24,-0.09,0.17,24,1025.47
15,42,28,13.4,0,0,0,0,0,0,-5.18,-0.08,7.41,11.36,-6.27,-45.31,0.1,-0.06,0.1,24,1025.4
15,42,28,13.5,0,0,0,0,0,0,-6.08,0.75,8.71,11.73,-6.64,-45.2,0.03,0.09,0.14,24,1025.41
15,42,28,13.6,0,0,0,0,0,0,-6.04,0.31,9.18,12.27,-6.91,-44.8,0.16,0.17,0.19,24,1025.46
15,42,28,13.71,0,0,0,0,0,0,-5.73,0.75,7.65,12.27,-7.09,-44.8,0,-0.05,0.04,24,1025.45
15,42,28,13.81,0,0,0,0,0,0,-5.61,0.75,8.9,12,-7.27,-45.1,0.07,-0.01,0.12,24.1,1025.46
15,42,29,13.91,0,0,0,0,0,0,-6.32,0.67,9.49,11.45,-7.09,-44.8,-0.05,-0.01,0.07,24.1,1025.51
15,42,29,14.01,0,0,0,0,0,0,-5.81,0.9,8.2,11.73,-7.09,-45.2,0,-0.09,0.04,24.1,1025.45
15,42,29,14.11,0,0,0,0,0,0,-5.65,0.27,8.63,11.27,-7.36,-44.8,0.11,-0.05,0.04,24.1,1025.44
15,42,29,14.21,0,0,0,0,0,0,-5.96,0.12,8.63,10.82,-8,-44.9,0.11,-0.02,-0.07,24.1,1025.45
15,42,29,14.31,0,0,0,0,0,0,-5.96,-0.08,7.53,11.18,-7.64,-44.9,-0.01,0.12,-0.12,24.2,1025.43
15,42,29,14.41,0,0,0,0,0,0,-6.12,0.82,7.77,13.55,-7.18,-45.2,0.15,0.39,-0.03,24.3,1025.53
15,42,29,14.51,0,0,0,0,0,0,-7.1,-0.35,9.61,15,-6.91,-44.8,-0.19,0.09,-0.52,24.3,1025.78
15,42,29,14.67,0,0,0,0,0,0,-6.24,0.86,7.73,15.55,-7.27,-45,0,0.23,-0.4,24.3,1026.03
15,42,29,14.83,0,0,0,0,0,0,-6.28,-0.16,7.37,18.27,-7,-45.2,-0.21,0.16,-0.25,24.4,1026.21
15,42,29,14.99,0,0,0,0,0,0,-6.83,-0.27,8.04,19.91,-4.82,-45.51,0.04,0.46,0.43,24.4,1026.2
15,42,29,15.19,0,0,0,0,0,0,-6.98,0.12,8.71,20.82,-6.55,-45.41,0.25,-0.48,0.09,24.3,1026.06
15,42,30,15.3,0,0,0,0,0,0,-6.86,0.59,6.28,17.91,-7,-46.33,-0.09,-0.22,-0.15,24.2,1025.9
15,42,30,15.4,0,0,0,0,0,0,-7.41,0,8.12,17.73,-7.36,-46.22,-0.21,-0.01,0.04,24.2,1025.87
15,42,30,15.5,0,0,0,0,0,0,-6.98,-0.27,8.39,17.36,-7.09,-46.33,0,-0.19,0.06,24.2,1025.87
15,42,30,15.6,0,0,0,0,0,0,-6.86,0.08,7.92,16.73,-6.64,-46.63,0.05,-0.01,0.08,24.3,1025.89
15,42,30,15.7,0,0,0,0,0,0,-6.43,-0.31,7.57,16.73,-6.36,-46.84,-0.07,-0.03,0.02,24.3,1025.94
15,42,30,15.8,0,0,0,0,0,0,-6.28,-1.1,8.16,16.18,-6.64,-47.04,0.23,-0.12,-0.05,24.3,1025.94
15,42,30,15.9,0,0,0,0,0,0,-6.83,-0.55,8,16.09,-7.64,-47.14,-0.2,0.12,-0.1,24.3,1026.03
15,42,30,16,0,0,0,0,0,0,-6.67,-0.24,8.94,16.73,-6,-47.65,-0.11,-0.05,-0.02,24.3,1026.04
15,42,30,16.1,0,0,0,0,0,0,-7.1,0.47,6.71,16.45,-5.73,-47.86,0.01,0.32,0,24.2,1025.91
15,42,30,16.2,0,0,0,0,0,0,-6.83,-0.51,8.2,18.36,-5.45,-47.65,0,0.37,-0.04,24.3,1025.83
15,42,30,16.3,0,0,0,0,0,0,-6.75,-0.71,7.14,19.36,-5.27,-47.14,0.01,0.2,-0.01,23.7,1026.04
15,42,30,16.41,0,0,0,0,0,0,-7.34,-1.33,8.24,20.27,-5.36,-46.94,0.05,-0.13,0.02,23.3,1023.57
15,42,30,16.51,0,0,0,0,0,0,-6.83,0,7.73,19.36,-5.09,-47.35,0.36,-0.17,0.1,23.3,1023.46
15,42,30,16.61,0,0,0,0,0,0,-6.79,0.27,7.53,17.64,-6.73,-48.16,0.33,0.02,0.06,23.2,1023.31
15,42,30,16.71,0,0,0,0,0,0,-6.55,-0.39,8.47,18.27,-7.64,-47.96,0.24,-0.14,0.13,23.2,1023.08
15,42,30,16.81,0,0,0,0,0,0,-6.32,0.82,8.87,17.27,-8.82,-47.35,0.25,-0.31,-0.04,23.2,1023.03
15,42,32,16.91,0,0,0,0,0,0,-5.92,0.31,8.12,16.18,-9.36,-47.14,0.2,-0.28,-0.18,23.3,1023
15,42,32,17.01,0,0,0,0,0,0,-6.75,0.16,7.81,14.27,-10.82,-48.06,0.22,-0.14,-0.36,23.3,1023
15,42,32,17.11,0,0,0,0,0,0,-7.02,1.29,8.16,14,-11.91,-48.16,0.48,-0.24,-0.03,23.3,1022.86
15,42,32,17.21,0,0,0,0,0,0,-5.57,1.88,6.39,10.91,-13.09,-48.88,-0.04,0.01,0.08,23.3,1022.76
15,42,32,17.32,0,0,0,0,0,0,-6.71,0.2,8.71,11,-12.27,-48.78,0.26,0.7,0.05,23.3,1022.6
15,42,32,17.42,0,0,0,0,0,0,-5.65,0.71,8.63,15.36,-14.09,-45.71,0.28,0.1,0.11,23.3,1022.5
15,42,32,17.52,0,0,0,0,0,0,-6.71,2.12,8.16,16.36,-14.73,-44.49,0.11,0.2,-0.13,23.3,1022.41
15,42,32,17.62,0,0,0,0,0,0,-7.37,1.1,8.04,18,-14.91,-43.47,0.28,0.12,-0.13,23.3,1022.33
15,42,32,17.72,0,0,0,0,0,0,-6.75,1.14,6.63,18.18,-14.82,-42.76,0.08,-0.04,-0.01,23.3,1022.51
15,42,32,17.82,0,0,0,0,0,0,-6.67,1.14,7.3,18.45,-14.91,-41.63,0.29,0.13,0.13,23.4,1022.73
15,42,33,17.92,0,0,0,0,0,0,-6.94,1.41,7.18,18.18,-15.09,-41.22,0.11,-0.25,-0.06,23.4,1022.76
15,42,33,18.02,0,0,0,0,0,0,-6.9,1.69,7.1,16.73,-15,-41.43,0,-0.18,-0.04,23.4,1022.76
15,42,33,18.12,0,0,0,0,0,0,-7.14,1.22,7.37,15.91,-14.55,-41.84,0.03,-0.06,-0.08,23.4,1022.69
15,42,33,18.22,0,0,0,0,0,0,-6.86,2,7.26,15.27,-14.91,-42.35,-0.15,-0.13,-0.08,23.3,1022.62
15,42,33,18.33,0,0,0,0,0,0,-6.86,0.9,8.32,15.55,-14.27,-42.24,0.14,0.18,0.02,23.4,1022.69
15,42,33,18.43,0,0,0,0,0,0,-6.9,1.37,7.57,15.64,-14.36,-41.33,0.44,0.05,-0.07,23.5,1023.06
15,42,33,18.53,0,0,0,0,0,0,-6.35,2.28,7.53,15,-15.27,-40.61,0.61,0.11,0.07,23.6,1023.19
15,42,33,18.63,0,0,0,0,0,0,-6.59,2.04,7.81,16.82,-19.18,-38.06,1.37,0.23,-0.13,24.2,1024.12
15,42,33,18.73,0,0,0,0,0,0,-7.14,3.84,7.06,16.45,-21,-36.94,0.32,-0.24,-0.49,24.2,1024.92
15,42,33,18.83,0,0,0,0,0,0,-7.06,3.65,6.08,16,-19.27,-35,0.56,0.36,-0.41,24.3,1025.04
15,42,34,18.93,0,0,0,0,0,0,-8.04,4.16,7.34,15.09,-19,-34.39,0.59,0.09,-0.11,24.3,1025.01
15,42,34,19.03,0,0,0,0,0,0,-7.69,3.45,7.06,3,-14.45,-42.55,0.67,0.07,-0.07,24.3,1025.02
15,42,34,19.13,0,0,0,0,0,0,-7.26,3.96,6.43,-11.18,-26.73,-47.96,1.1,0.12,0.08,24.3,1025.04
15,42,34,19.24,0,0,0,0,0,0,-7.1,5.3,5.81,-24.45,-35.91,-22.04,1.17,-0.08,0.17,24.5,1025.19
15,42,34,19.34,0,0,0,0,0,0,-6,4.12,5.18,-12.55,-29.18,-8.27,0.56,-0.3,-0.14,24.5,1025.52
15,42,34,19.44,0,0,0,0,0,0,-7.06,5.18,2.12,-21.82,-41.82,-3.16,0.21,-0.53,-0.27,24.5,1025.33
15,42,34,19.54,0,0,0,0,0,0,-7.69,0.59,4.82,-31.36,-54.09,3.06,0.63,-0.42,-0.18,24.5,1025.48
15,42,34,19.64,0,0,0,0,0,0,-7.22,5.22,5.33,-20.45,-46.64,9.49,0.19,0,0.25,24.5,1025.52
15,42,34,19.74,0,0,0,0,0,0,-7.61,5.49,6,-16.18,-47.73,2.35,0.24,0.09,-0.16,24.5,1025.48
15,42,34,19.84,0,0,0,0,0,0,-6.75,3.69,4.08,-6.82,-40.09,-4.18,-0.12,0.15,-0.15,24.5,1025.51
15,42,35,19.94,0,0,0,0,0,0,-7.65,4.43,8.08,-5.09,-42.18,-7.24,-0.05,0.55,-0.28,24.5,1025.5
15,42,35,20.04,0,0,0,0,0,0,-7.49,5.22,5.22,-0.18,-36.64,-20.51,-0.33,-0.18,0.16,24.5,1025.35
15,42,35,20.14,0,0,0,0,0,0,-6.63,4.51,4.75,7.64,-40.18,-18.16,0.25,0.1,-0.31,24.6,1025.46
15,42,35,20.25,0,0,0,0,0,0,-7.77,4.55,4.79,11.45,-44.18,-13.47,0.61,0.06,-0.15,24.6,1025.55
15,42,35,20.35,0,0,0,0,0,0,-7.77,5.49,3.77,18,-46.82,-4.69,0.41,0.02,-0.27,24.6,1025.57
